Tittle,Description,availability,Brand,cat1,cat2,cat3,cat4, price,Image,url
,,,,,,,,,,
Sensodyne Intensive Enamel Repair Toothpaste With Whitening Fresh Mint 75ml,Sensodyne Intensive Enamel Repair Toothpaste With Whitening Fresh Mint 75ml: Effective repair of weak enamel caused by dietary acidsCare for sensitive teeth and...,in stock,SENSODYNE,Oral care,teeth whitning,,,24.35,Sensodyne Intensive Enamel Repair Toothpaste With Whitening Fresh Mint 75ml.png,https://draljamal.com/BGngeB
,,,,,,,,,,
Sensodyne Pronamel Toothpaste For Kids 6+ Years 50ml,Sensodyne Enamel Toothpaste for Children 6+ Developed in collaboration with dentistsProtects enamel from the effects of everyday eating acidsHelps protect...,in stock,SENSODYNE,Oral care,baby paste,,,20,Sensodyne Pronamel Toothpaste For Kids 6+ Years 50ml.png,https://draljamal.com/WqEaDg
,,,,,,,,,,
Sensodyne Deep Clean Gel Toothpaste 75gm,"Sensodyne Deep Clean Gel Toothpaste 75gSensodyne is specially designed with a formula that provides relief from sensitive teeth. With the erosion of the enamel of the tooth or the receding of the gums, the dentin layer is exposed...",in stock,SENSODYNE,Oral care,teeth whitning,,,24.35,Sensodyne Deep Clean Gel Toothpaste 75gm.png,https://draljamal.com/rynARj
,,,,,,,,,,
Sensodyne True White Mint Toothpaste 75ml,Sensodyne True White Mint Toothpaste 75mlSensodyne True White Extra Fresh Toothpaste helps relieve sensitivity pain and restores the color of...,in stock,SENSODYNE,Oral care,teeth whitning,,,38.26,Sensodyne True White Mint Toothpaste 75ml.png,https://draljamal.com/BGoOoV
,,,,,,,,,,
Shams Hair Brush - Large M955CA,Shams Hair Brush - Large M955CA for all hair types Designed to brush and detangle wet or dry hair Lightweight to reduce styling stress Bamboo wooden handle for a comfortable grip...,out of stock,Shams ,hair care,Hair brush,,,12,Shams Hair Brush - Large M955CA.png,https://draljamal.com/rnDlZB
,,,,,,,,,,
Hair brush Shams Alwan 8940,"Shams Alwan 8940 Hair Brush for all hair types Designed to brush and detangle wet or dry hair Lightweight to reduce styling stress Bamboo wooden handle for comfortable grip Nylon,...",in stock,Shams ,hair care,Hair brush,,,9,Hair brush Shams Alwan 8940.png,https://draljamal.com/RVaNDP
,,,,,,,,,,
Shams Hair Brush 69072 F,Shams Hairbrush 69072 F for all hair types Designed to brush and detangle wet or dry hair Lightweight to reduce styling stress Bamboo wooden handle for comfortable grip Nylon...,in stock,Shams ,hair care,Hair brush,,,12.82,Shams Hair Brush 69072 F.png,https://draljamal.com/AYrbrp
,,,,,,,,,,
Shams 2578C . Hair Brush,Shams 2578C Hair Brush For All Hair Types Comfortable Combing Hair Brush For Wet or Dry Scalp Lightweight Reduce Styling Stress Bamboo Wooden Handle Grip...,in stock,Shams ,hair care,Hair brush,,,14.7,Shams 2578C . Hair Brush.png,https://draljamal.com/DodlYD
,,,,,,,,,,
Shams 7110n . Hair Brush,Shams 7110n Hair Brush For All Hair Types Comfortable Combing Hair Brush For Wet or Dry Scalp Lightweight Reduce Styling Stress Bamboo Wooden Handle...,in stock,Shams ,hair care,Hair brush,,,11,Shams 7110n . Hair Brush.png,https://draljamal.com/lKDygB
,,,,,,,,,,
Shams 99048HQ . Hair Brush,Shams 99048HQ Hairbrush For All HairsComfortable Combing Hairbrush For Wet Or Dry Scalp Lightweight Reduce Styling Stress Plastic Bamboo Handle Grip...,in stock,Shams ,hair care,Hair brush,,,12,Shams 99048HQ . Hair Brush.png,https://draljamal.com/BowdVV
,,,,,,,,,,
Hair brush Shams 69080TT,Shams 69080TT Hairbrush For All Hair Types Comfortable Combing Hair Brush For Wet Or Dry Scalp Lightweight To Reduce Styling Stress Plastic Bamboo Handle Grip...,in stock,Shams ,hair care,Hair brush,,,12,Hair brush Shams 69080TT.png,https://draljamal.com/DodWay
,,,,,,,,,,
Shams Hair Brush 7810N,Shams 7810N Hairbrush For All Hair Types Comfortable Combing Hair Brush For Wet Or Dry Scalp Lightweight To Reduce Styling Stress Plastic Bamboo Handle For Comfortable Grip,in stock,Shams ,hair care,Hair brush,,,12,Shams Hair Brush 7810N.png,https://draljamal.com/bVrBnP
,,,,,,,,,,
Hair Brush Shams 8942,Shams 8942 Hairbrush For All Hair Types Comfortable Combing Hair Brush For Wet Or Dry Scalp Lightweight To Reduce Styling Stress Plastic Bamboo Handle For Comfortable Grip,in stock,Shams ,hair care,Hair brush,,,7,Hair Brush Shams 8942.png,https://draljamal.com/ejderx
,,,,,,,,,,
Shams 1533CA Kids Hair Brush,Shams 1533CA Kids Hair Brush For All Hairs A hair brush for combing hair Comfortable for wet or dry scalp Lightweight to reduce styling stress Plastic handle...,in stock,Shams ,hair care,Hair brush,,,13,Shams 1533CA Kids Hair Brush.png,https://draljamal.com/ejdeAv
,,,,,,,,,,
Hair Brush Shams 69069F,Shams 69069F Hair Brush For All Hair Types Comfortable Combing Hair Brush For Wet Or Dry Scalp Lightweight To Reduce Styling Stress Plastic Bamboo Handle For Comfortable Grip,in stock,Shams ,hair care,Hair brush,,,13.37,Hair Brush Shams 69069F.png,https://draljamal.com/YVQEQO
,,,,,,,,,,
Shams Hair Comb Set M 103,Shams Hair Comb Set M 103 For All Hair Types Comfortable Hair Comb For Wet Or Dry Scalp Lightweight To Reduce Styling Stress Plastic Bamboo Handle For Comfortable Grip,in stock,Shams ,hair care,Hair brush,,,4,Shams Hair Comb Set M 103.png,https://draljamal.com/AYrmNY
,,,,,,,,,,
Hair brush Shams 8240 R,Shams 8240 R Hair Brush Combing the hair using the morning and before bedtime helps stimulate blood circulation and the scalp to maintain the health of the scalpHair brush for combing the hair is comfortable...,in stock,Shams ,hair care,Hair brush,,,11.34,Hair brush Shams 8240 R.png,https://draljamal.com/pRQPqB
,,,,,,,,,,
Sun Hair Brush 6840YP,Sun Hair Brush 6840YP Combing the hair using the morning and before bedtime helps stimulate blood circulation and the scalp to maintain the health of the scalpHair brush for combing the hair with...,in stock,Shams ,hair care,Hair brush,,,9.56,Sun Hair Brush 6840YP.png,https://draljamal.com/lapOEn
,,,,,,,,,,
"SheaMoisture, Intense Hydration Conditioner, Manuka Honey & Mafura Oil, 13 fl oz (384 ml)","Description Founded in 1912 With Fig Extract and Baobab Oil Replenishes extremely dry, flaky hair Safe Paraben Free No Phthalates No Mineral Oil...",in stock,SHEA MOISTURE,hair care,balm,,,60,"SheaMoisture, Intense Hydration Conditioner, Manuka Honey & Mafura Oil, 13 fl oz (384 ml).png",https://draljamal.com/wBGayD
,,,,,,,,,,
"Baby Lotion with Argan Oil, Shea and Raw Chamomile (384ml)",Description of Complete Product Description Shea Moisture Baby Lotion - Raw Shea Butter & Argan Oil Baby Lotion Wondering how to keep delicate and delicate baby skin soft? moisturizes...,in stock,SHEA MOISTURE,Bath products,Shower Gel,,,37.08,"Baby Lotion with Argan Oil, Shea and Raw Chamomile (384ml).png",https://draljamal.com/yxBdzN
,,,,,,,,,,
Shea Moisture Shampoo for All Hairs - 399 ml,"Created in 1912 Flaxseed Oil Curly, Curly, Shrinkage-Prone Made with Fair Trade Shea Butter Sulfate Free & Color Safe...",in stock,SHEA MOISTURE,hair care,hair shampoo,,,49.47,Shea Moisture Shampoo for All Hairs - 399 ml.png,https://draljamal.com/RXYAoD
,,,,,,,,,,
"Shea Moisture Purple Rice Water, Strength + Color Care Mask (227g)",DescriptionEstablished in 1912With Extracts of Wild Orchid and Sweet VioletColor Rejuvenation and CareMaintenance and Care -Color SafeFair Trade Shea ButterFamily Founded and OperatedFamily ...,in stock,SHEA MOISTURE,hair care,hair cream,,,44.71,"Shea Moisture Purple Rice Water, Strength + Color Care Mask (227g).png",https://draljamal.com/QoGGjz
,,,,,,,,,,
"SheaMoisture, Power Greens Hair Rinse with Tea, Moringa & Avocado, 8 fl oz (237 ml)","Formulated in 1912 with Kale, Matcha and Green Algae Nourishes and smoothes weak, dull, frizzy curly hair Sulfate-free and color-safe No sulfates Contains no phthalates...",in stock,SHEA MOISTURE,hair care,oil substitute,,,63.77,"SheaMoisture, Power Greens Hair Rinse with Tea, Moringa & Avocado, 8 fl oz (237 ml).png",https://draljamal.com/yxrgpO
,,,,,,,,,,
Shea Moisture Velvet Body Wash With Water And Purple Rice 384ml,"Pamper dry skin with this rich and creamy skin softening body wash. Exotic violet rice water, wild orchid, and sweet violet extract are blended together to create a luxurious lotion...",in stock,SHEA MOISTURE,women care,beauty products,,,42.29,Shea Moisture Velvet Body Wash With Water And Purple Rice 384ml.png,https://draljamal.com/DZndxE
,,,,,,,,,,
Shea Moisture Bamboo Charcoal Deep Cleansing Shampoo 384ml,DescriptionFounded in 1912Cleansing and soothing dry and oily scalpMade with Fair Trade Shea ButterSulfate-free and color-safe Paraben-freeContains...,in stock,SHEA MOISTURE,hair care,hair shampoo,,,40.95,Shea Moisture Bamboo Charcoal Deep Cleansing Shampoo 384ml.png,https://draljamal.com/DZnZQz
,,,,,,,,,,
Moringa & Avocado - From Shea Moisture 237gm,"DescriptionFounded 1912 Moringa and Avocado with Kale, Matcha and Green Algae Weak, dull, frizzy hairFair Trade Shea ButterFamily Established and OperatedFamily Established and OperatedTraded in...",in stock,SHEA MOISTURE,hair care,oil substitute,,,78.28,Moringa & Avocado - From Shea Moisture 237gm.png,https://draljamal.com/WXpwQR
,,,,,,,,,,
"Shea Moisture Facial Wash & Scrub, African Black Soap 4 oz (113 g)","Description This smoothing face scrub provides immediate resurfacing benefits while helping to balance blemish-prone skin. It combines African black soap, shea butter and...",in stock,SHEA MOISTURE,women care,beauty products,,,39.71,"Shea Moisture Facial Wash & Scrub, African Black Soap 4 oz (113 g).png",https://draljamal.com/qaOBzY
,,,,,,,,,,
"Raw Shea Butter Shea Moisture Moisturizing Body Lotion, 13 fl oz (384 ml)",DescriptionFounded in 1912Contains Frankincense & MyrrhFor dry skinMade with Fair Trade Shea Butter Without Harm to AnimalsHandling ingredients...,in stock,SHEA MOISTURE,women care,beauty products,,,46.76,"Raw Shea Butter Shea Moisture Moisturizing Body Lotion, 13 fl oz (384 ml).png",https://draljamal.com/yxEQgp
,,,,,,,,,,
"Shea Moisture Intense Hydration Hair Mask, Manuka Honey and Mafura Oil, (340 g)",Formulated in 1912 with African Rock Fig and Baobab Oil Certified Organic Ingredients Cruelty Free No Sulfate No Parabens No Phthalates No Paraffin Looks...,in stock,SHEA MOISTURE,hair care,hair mask,,,61.73,"Shea Moisture Intense Hydration Hair Mask, Manuka Honey and Mafura Oil, (340 g).png",https://draljamal.com/wZPmjz
,,,,,,,,,,
Shea Moisture Ultra Comforting Oat Milk & Rice Baby Lotion - 237ml,Shea Moisture Ultra Comforting Oat Milk & Rice Baby Lotion - 237ml﻿ - Established in 1912 - Extra Comfort - With Sunflower Seed Oil - No Parabens...,in stock,SHEA MOISTURE,baby care,baby lotion,,,49.67,Shea Moisture Ultra Comforting Oat Milk & Rice Baby Lotion - 237ml.png,https://draljamal.com/OWZzGK
,,,,,,,,,,
Rice Water Scrub - Shea Moisture 170gm,Description of Rice Water Scrub - Shea Moisture 170gm Established in 1912With Wild Orchid & Sweet Violet ExtractDry Sensitive SkinMade with Fair Trade Shea ButterFact-Free...,in stock,SHEA MOISTURE,women care,beauty products,,,45.97,Rice Water Scrub - Shea Moisture 170gm.png,https://draljamal.com/OWZzPg
,,,,,,,,,,
Shea Moisture 100% Virgin Coconut Oil - 237ml,Full Product Description SheaMoisture Coconut Oil Leave-In Conditioner - Leave-in Treatment Smooth hair and improve manageability with a lightweight SheaMoisture treatment...,in stock,SHEA MOISTURE,hair care,hair oils,,,53.9,Shea Moisture 100% Virgin Coconut Oil - 237ml.png,https://draljamal.com/lwQgEd
,,,,,,,,,,
Shea Moisture Intense Hydration Shampoo with Mafura Oil and Manuka Honey - 384ml,Full Product DescriptionManuka Honey & SheaMoisture Shampoo with Mafura Intense Moisturizing FormulaSheaMoisture Manuka Honey Shampoo with Mafura Oil is truly one of the best...,in stock,SHEA MOISTURE,hair care,shampoo,,,62.59,Shea Moisture Intense Hydration Shampoo with Mafura Oil and Manuka Honey - 384ml.png,https://draljamal.com/yxgOZP
,,,,,,,,,,
Shea Moisture Coconut & Hibiscus 2-in-1 Curl & Shine Baby Shampoo and Conditioner - 236ml,Complete Product DescriptionSheaMoisture Kids Shampoo & Conditioner - Coconut & Hibiscus 2 in 1 SheaMoistur Curl & Shine 2-in-1 Coconut & Hibiscus Shampoo & Conditioner...,in stock,SHEA MOISTURE,hair care,balm,,,54.6,Shea Moisture Coconut & Hibiscus 2-in-1 Curl & Shine Baby Shampoo and Conditioner - 236ml.png,https://draljamal.com/bdRAEX
,,,,,,,,,,
"Shea Moisture Leave-in or Rinse Conditioner, Red Palm Oil & Cocoa Butter - (384 ml)","Description of Shea Moisture Leave-in or Rinse Conditioner, Red Palm Oil & Cocoa Butter - (384 ml) Established in 1912 with Flaxseed Oil Curly, curly and breakout-prone hair...",in stock,SHEA MOISTURE,hair care,balm,,,57,"Shea Moisture Leave-in or Rinse Conditioner, Red Palm Oil & Cocoa Butter - (384 ml).png",https://draljamal.com/XZxaOV
,,,,,,,,,,
Shea Moisture Repairing Conditioner with Shea Butter - 384 ml,"Choose the perfect formula for Shea Moisture Repairing Conditioner to take care of dry, brittle and unmanageable hair. You can rinse it out or leave it on the hair. Suitable for natural hair styling...",in stock,SHEA MOISTURE,hair care,hair shampoo,,,63.7,Shea Moisture Repairing Conditioner with Shea Butter - 384 ml.png,https://draljamal.com/qXoXjQ
,,,,,,,,,,
Jamaican Black Castor Oil Strengthen & Restore Conditioner by Shea Moisture - 384ml,"A lightweight conditioner that detangles and rehydrates hair without weighing it down. Perfect for those who dye, straighten or curl their hair regularly. Formulated with Jamaican Black Castor Oil and...",in stock,SHEA MOISTURE,hair care,balm,,,63.7,Jamaican Black Castor Oil Strengthen & Restore Conditioner by Shea Moisture - 384ml.png,https://draljamal.com/wrorGj
,,,,,,,,,,
Shea Moisture Raw Shea Butter Hair Moisturizer - 237ml,Shea Moisture Raw Shea Butter Hair Moisturizer: This Shea Butter Hair Moisturizer is specially designed with a formula that deeply nourishes and moisturizes hair. It strengthens hair follicles and reduces breakage...,in stock,SHEA MOISTURE,hair care,hair mask,,,59.13,Shea Moisture Raw Shea Butter Hair Moisturizer - 237ml.png,https://draljamal.com/Yyeybw
,,,,,,,,,,
Shea Moisture Beard Conditioner with Skin Protection - 59ml,"A rich blend of shea, coconut, jojoba and sandalwood oils creates a unique beard softener and skin protectant for all skin types.What it does:This pre-shave oil...",in stock,SHEA MOISTURE,hair care,hair oils,,,63.7,Shea Moisture Beard Conditioner with Skin Protection - 59ml.png,https://draljamal.com/zdEVod
,,,,,,,,,,
Shea Moisture Body Wash 348 ml African Blue,SheaMoisture African Black Soap Body Wash Say goodbye to blemishes on your acne-prone skin with SheaMoisture Black African Soap Body Wash. black soap...,in stock,SHEA MOISTURE,personal care,moisturizing lotion,,,42,Shea Moisture Body Wash 348 ml African Blue.png,https://draljamal.com/EgdvWK
,,,,,,,,,,
Shea Moisture Hemp Seed Oil Thickening Shampoo 384ml,"Shea Moisture Women's Hemp Seed Oil Moisturizing Shampoo 384ml Description: Our gentle, sulfate-free, mineral-rich cleanser is made for all hair types. This formula, with...",in stock,SHEA MOISTURE,hair care,hair shampoo,,,53.04,Shea Moisture Hemp Seed Oil Thickening Shampoo 384ml.png,https://draljamal.com/OnpWWw
,,,,,,,,,,
Shea Moisture Leave-In Hemp Seed Oil Intense Length 237 ml,"Leave-In Conditioner for Hair from the American brand SheaMoisture moisturizes, softens, helps style frizzy hair and reduces tangles to give it density and a healthy look, with a formula enriched with: :-...",in stock,SHEA MOISTURE,hair care,hairdressers,,,87.83,Shea Moisture Leave-In Hemp Seed Oil Intense Length 237 ml.png,https://draljamal.com/NRVgeG
,,,,,,,,,,
Shea Moisture Manuka Honey & Yogurt Conditioner 384ml,"Shea Moisture Yogurt & Manuka Yogurt Conditioner 384ml Description: Shea Moisture Yogurt & Manuka Yogurt Conditioner is completely sulfate-free, hydrating and smoothing dry hair, reducing frizz and...",in stock,SHEA MOISTURE,hair care,hairdressers,,,52.17,Shea Moisture Manuka Honey & Yogurt Conditioner 384ml.png,https://draljamal.com/dRpYZp
,,,,,,,,,,
Shea Moisture Manuka Honey & Yogurt Conditioner + Moisturizing Spray 237 ml,Shea Moisture Manuka Honey & Yogurt Conditioner + Moisturizing Spray 237mlDescription:This conditioner spray helps detangle your hair for easy styling and protects brittle hair from heat and...,in stock,SHEA MOISTURE,hair care,hairdressers,,,52.17,Shea Moisture Manuka Honey & Yogurt Conditioner + Moisturizing Spray 237 ml.png,https://draljamal.com/BGYQaw
,,,,,,,,,,
Shea Moisture Detangling Conditioner 2 in 1 for Human and Synthetic Hair 237 ml 764302017257,"Shea Moisture 2-in-1 Detangling Conditioner for Human and Synthetic Hair 237mlDescription:Bring your wig, wavy or curly hair back to life with this detangling conditioner...",in stock,SHEA MOISTURE,hair care,hairdressers,,,48.7,Shea Moisture Detangling Conditioner 2 in 1 for Human and Synthetic Hair 237 ml 764302017257.png,https://draljamal.com/Wqpbva
,,,,,,,,,,
"Shifa Scrub Cream With Apricot Extract, Vitamin E, 300 ml","The natural scrub and facial cleanser with apricot extract are two components in one compound that contains the two components of the scrub and the cleanser together, which is a complex of apricot extract to gently scrub the face and remove...",out of stock,Shifa,women care,beauty products,,,6.28,"Shifa Scrub Cream With Apricot Extract, Vitamin E, 300 ml.png",https://draljamal.com/KNyDGE
,,,,,,,,,,
Shiffa Home Strawberry Face Mask - 120 ml,"Enriched with natural strawberry extracts, the Shifa face mask lightens and tightens pores as well as works to deep clean and effectively remove dead skin cells, blemishes and impurities. &n...",in stock,Shifa,women care,beauty products,,,4.43,Shiffa Home Strawberry Face Mask - 120 ml.png,https://draljamal.com/Zjyyxb
,,,,,,,,,,
Shiffa Home Cucumber Face Mask - 120 ml,"Enriched with natural cucumber extracts, the Shifa face mask lightens and tightens pores as well as works to deep clean and effectively remove dead skin cells, blemishes and impurities. &nbs...",in stock,Shifa,women care,beauty products,,,4.43,Shiffa Home Cucumber Face Mask - 120 ml.png,https://draljamal.com/NNrryV
,,,,,,,,,,
Shiffa Scrub Strawberry - 300 m,"This gentle scrub removes the heaviest makeup along with skin impurities and dead skin cells to leave you with clean, fresh and purified skin.",in stock,Shifa,women care,beauty products,,,5.9,Shiffa Scrub Strawberry - 300 m.png,https://draljamal.com/eZKKXx
,,,,,,,,,,
Shifa Scrub Cucumber - 300 ml,"This gentle scrub removes the heaviest makeup along with skin impurities and dead skin cells to leave you with clean, fresh and purified skin.",in stock,Shifa,women care,beauty products,,,5.6,Shifa Scrub Cucumber - 300 ml.png,https://draljamal.com/XnrrKn
,,,,,,,,,,
Shiffa Scrub Strawberry - 500 ml,"Natural facial scrub and cleanser with strawberry extract A compound extracted from strawberry to gently clean the face and remove dead skin, dirt and makeup residues Gently massage the compound on the face...",in stock,Shifa,women care,beauty products,,,8.31,Shiffa Scrub Strawberry - 500 ml.png,https://draljamal.com/NNrrbg
,,,,,,,,,,
Shifa face mask with apricot extract 120 ml,"Strengthened with natural apricot extracts, the Shifa face mask lightens and tightens pores as well as works to deep clean and effectively remove dead skin cells, blemishes and impurities. Besides...",in stock,Shifa,women care,beauty products,,,4.43,Shifa face mask with apricot extract 120 ml.png,https://draljamal.com/Zjylyn
,,,,,,,,,,
"Shifa Scrub Cucumber Extract, Vitamin E, 500 ml","The natural facial scrub and cleanser with cucumber extract are two compounds in one compound that contains the two components of the scrub and the cleanser together, which is a complex of cucumber extract to gently exfoliate the face and remove...",in stock,Shifa,women care,beauty products,,,7.88,"Shifa Scrub Cucumber Extract, Vitamin E, 500 ml.png",https://draljamal.com/xjyoQe
,,,,,,,,,,
Shiffa Home Lemon Face Mask 120 ml,"Tonic with natural lemon extracts, the Shifa face mask lightens and tightens pores, as well as works to deep clean and effectively remove dead skin cells, blemishes and impurities. Besides...",in stock,Shifa,women care,beauty products,,,4.43,Shiffa Home Lemon Face Mask 120 ml.png,https://draljamal.com/lPnxnD
,,,,,,,,,,
Shiffa Home Cocoa Butter Scrub 500 ml,Shiffa Cocoa Butter Facial Scrub: A facial scrub with unique ingredients that contains cocoa butter and vitamin E. It helps get rid of dry and dead skin and reduces dark spots...,in stock,Shifa,skin care,peelers,,,6.07,Shiffa Home Cocoa Butter Scrub 500 ml.png,https://draljamal.com/RnNwvz
,,,,,,,,,,
Shifa Aloe Vera Scrub - 500ml,"A scrub and a facial cleanser in one with a formula rich in natural aloe vera. It cleans the toughest types of makeup and dirt, removes dead cells from the skin, and leaves the skin clean, smooth and moisturized.",in stock,Shifa,skin care,peelers,,,8.52,Shifa Aloe Vera Scrub - 500ml.png,https://draljamal.com/eorbjR
,,,,,,,,,,
Shiffa Scrub Cocoa Butter 500 ml,"Shiffa Scrub Cocoa Butter for the skin contains both a scrub and a cleanser, an apricot extract complex, to gently scrub the face and remove...",in stock,Shifa,skin care,peelers,,,8.3,Shiffa Scrub Cocoa Butter 500 ml.png,https://draljamal.com/dorRPw
,,,,,,,,,,
Shiffa Home Lemon Scrub 500ml,"Lemon Scrub from Shifam, a facial scrub and cleanser with lemon extract, contains both an exfoliator and a cleanser, to gently exfoliate the face and powerfully remove impurities, make-up and dead skin cells, leaving...",in stock,Shifa,skin care,Skin cleansing gel,,,8.17,Shiffa Home Lemon Scrub 500ml.png,https://draljamal.com/OvaWYz
,,,,,,,,,,
Shifa Scrub Cream Apricot 500 ml,"Shifa Scrub Cream Apricot 500 ml The natural facial scrub and cleanser with apricot extract are two compounds in one compound. It contains both the scrub and the cleanser, which is a compound of apricot extract to strengthen the...",in stock,Shifa,skin care,peelers,,,8.4,Shifa Scrub Cream Apricot 500 ml.png,https://draljamal.com/qVodYO
,,,,,,,,,,
Shifa Scrub Cucumber Extract Vitamin E 300ml,"Shifa Scrub Cream With Cucumber Extract Vitamin E , 500 ml Natural facial scrub and cleanser with cucumber extract and vitamin E are two compounds in one compound that contains the...",in stock,Shifa,skin care,peelers,,,5.74,Shifa Scrub Cucumber Extract Vitamin E 300ml.png,https://draljamal.com/eRAyEv
,,,,,,,,,,
Shifa Charcoal Scrub 300 ml,"Shifa Scrub with Charcoal Extract 300 ml Scrub and the natural facial cleanser with charcoal extract are two compounds in one compound that contain both the scrub and cleanser combinations, which is a compound of charcoal extract to...",in stock,Shifa,skin care,peelers,,,5.83,Shifa Charcoal Scrub 300 ml.png,https://draljamal.com/RRjZNw
,,,,,,,,,,
Shifa Scrub With Turmeric And Natural Granules 500 ml,Shifa Scrub with Turmeric and Natural Granules 500 ml Scrub and a natural facial cleanser with turmeric extract Two compounds in one compound that contain both the emery and the cleanser combination...,in stock,Shifa,skin care,peelers,,,8.69,Shifa Scrub With Turmeric And Natural Granules 500 ml.png,https://draljamal.com/rVrard
,,,,,,,,,,
Shifa Charcoal Scrub 500 ml,Shifa Scrub with Charcoal Extract 500 ml The scrub and the natural facial cleanser with charcoal extract are two compounds in one compound.,in stock,Shifa,skin care,peelers,,,8.69,Shifa Charcoal Scrub 500 ml.png,https://draljamal.com/gWqYgb
,,,,,,,,,,
Shifa Scrub With Turmeric And Natural Granules 300 ml,Shifa Scrub with Turmeric and Natural Granules 300 ml Scrub and a natural facial cleanser with turmeric extract Two compounds in one compound that contain both the emery and cleanser combination...,in stock,Shifa,skin care,peelers,,,5.83,Shifa Scrub With Turmeric And Natural Granules 300 ml.png,https://draljamal.com/BoKlwO
,,,,,,,,,,
Shifa Scrub With Pomegranate Extract 300 ml,Shifa Scrub with Pomegranate Extract 300gNatural facial scrub and cleanser with pomegranate extract are two compounds in one compound.,in stock,Shifa,skin care,peelers,,,5.83,Shifa Scrub With Pomegranate Extract 300 ml.png,https://draljamal.com/YVAZNW
,,,,,,,,,,
Global Star Coffee Sugar Scrub For Face And Body 600gm,"Global Star Coffee Sugar Scrub For Face And Body 600gGlobal Star Sugar Scrub is one of the best natural ways to moisturize, exfoliate and rejuvenate the skin.It contains properties that help prevent...",in stock,Shifa,skin care,peelers,,,14.49,Global Star Coffee Sugar Scrub For Face And Body 600gm.png,https://draljamal.com/xezpve
,,,,,,,,,,
Shiffa Shaving Gel 500ml,"Shifa - Shaving Gel 500mlProvides the protection and comfort you need for healthy-looking skin that provides an incredibly close, smooth and comfortable shave.",in stock,Shifa,skin care,face care,,,5.6,Shiffa Shaving Gel 500ml.png,https://draljamal.com/VVVKDE
,,,,,,,,,,
Shifa black face mask 120ml,Shiffa Face Mask Black 120 ml A scrub made of charcoal for the body and face that works to soften and soothe the skin. You can use this scrub for whitening and blackheads. It contains features...,in stock,Shifa,skin care,peelers,,,8.69,Shifa black face mask 120ml.png,https://draljamal.com/gwQPwg
,,,,,,,,,,
Signal Toothpaste Complete 8 Gum Protection 120 ml,"Get perfect teeth for the mouth and teeth Contains zinc, which provides protection against bacteria and plaque, a combination of 8 ingredients to help you: 1- Protection from cavities. 2- Strengthening the gums....",out of stock,Signal,Oral care,toothpaste,,,14,Signal Toothpaste Complete 8 Gum Protection 120 ml.png,https://draljamal.com/gPVVpZ
,,,,,,,,,,
Signal baby toothpaste car 75ml,Signal Kids Toothpaste Use a small amount and brush your teeth in a circular motion. Actual product packaging and materials may contain information different from what appears on our website...,out of stock,Signal,Oral care,baby paste,,,6.28,Signal baby toothpaste car 75ml.png,https://draljamal.com/WnBBpP
,,,,,,,,,,
Signal Toothpaste Anti-Cavity 50ml,Helps remineralize weakened enamel and makes teeth more resistant to acid attacks Rich in fluorine to help prevent cavities Designed to clean gently ensuring no damage,out of stock,Signal,Oral care,toothpaste,,,4,Signal Toothpaste Anti-Cavity 50ml.png,https://draljamal.com/VYjbpj
,,,,,,,,,,
Toothpaste fighting cavities apple flavor 120ml,"Key FeaturesProtects teeth from cavitiesReduces gingivitis, tooth stains and bad breathHelps eliminate germs and prevents toothache",out of stock,Signal,Oral care,toothpaste,,,11,Toothpaste fighting cavities apple flavor 120ml.png,https://draljamal.com/Exlmjg
,,,,,,,,,,
Signal Complete Whitening Toothpaste 100 ml,Signal Complete Whitening Toothpaste 100 ml The new complete toothpaste from nature's elements: complete protection blended with the goodness of nature. Our gentle formula combines natural oils...,out of stock,Signal,Oral care,teeth whitning,,,11.67,Signal Complete Whitening Toothpaste 100 ml.png,https://draljamal.com/eBdWvG
,,,,,,,,,,
Signal Toothpaste + Bleaching Complete 100 ml,"Signal Toothpaste Complete 8 Whitening 120ml Get perfect teeth for the mouth and teeth Contains zinc, which provides protection against bacteria and plaque, a combination of 8 ingredients to help you...",in stock,Signal,Oral care,whitening paste,,,11.21,Signal Toothpaste + Bleaching Complete 100 ml.png,https://draljamal.com/aKqqlQ
,,,,,,,,,,
Signal Toothpaste Anti Cavity 120 ml,Signal Cavity Protection Toothpaste Use a small amount and brush your teeth in a circular motion.Benefits of using toothpaste Toothpaste has become one of the essential products to use...,in stock,Signal,Oral care,toothpaste,,,6.48,Signal Toothpaste Anti Cavity 120 ml.png,https://draljamal.com/baqyNb
,,,,,,,,,,
Signal Cavity Fighter Toothpaste 25 ml,Signal Toothpaste 25 ml - With natural mint extract and active minerals - Daytime efficacy: protects against cavities caused by drinks and food - Nighttime efficacy: works with...,in stock,Signal,Oral care,teeth whitning,,,2.5,Signal Cavity Fighter Toothpaste 25 ml.png,https://draljamal.com/DZyRrY
,,,,,,,,,,
Signal Cavity Control Herbal Toothpaste With Miswak - 120 ml,Active micro-calcium repairs small visible holes Pro-fluoride complex protects teeth for a long time Gives you stronger teeth and fresh breath,in stock,Signal,Oral care,toothpaste,,,8.75,Signal Cavity Control Herbal Toothpaste With Miswak - 120 ml.png,https://draljamal.com/zpRbod
,,,,,,,,,,
